date,country,countryCode,provinceCode,city,cityCode,confirmed,suspected,cured,dead,province
2019-12-01,中国,CN,420000.0,,,1,0,0,0,湖北
2019-12-02,中国,CN,420000.0,,,1,0,0,0,湖北
2019-12-03,中国,CN,420000.0,,,1,0,0,0,湖北
2019-12-04,中国,CN,420000.0,,,1,0,0,0,湖北
2019-12-05,中国,CN,420000.0,,,1,0,0,0,湖北
2019-12-06,中国,CN,420000.0,,,1,0,0,0,湖北
2019-12-07,中国,CN,420000.0,,,1,0,0,0,湖北
2019-12-08,中国,CN,420000.0,,,1,0,0,0,湖北
2019-12-09,中国,CN,420000.0,,,1,0,0,0,湖北
2019-12-10,中国,CN,420000.0,,,1,0,0,0,湖北
2019-12-11,中国,CN,420000.0,,,4,0,0,0,湖北
2019-12-12,中国,CN,420000.0,,,4,0,0,0,湖北
2019-12-13,中国,CN,420000.0,,,4,0,0,0,湖北
2019-12-14,中国,CN,420000.0,,,4,0,0,0,湖北
2019-12-15,中国,CN,420000.0,,,6,0,0,0,湖北
2019-12-16,中国,CN,420000.0,,,6,0,0,0,湖北
2019-12-17,中国,CN,420000.0,,,7,0,0,0,湖北
2019-12-18,中国,CN,420000.0,,,8,0,0,0,湖北
2019-12-19,中国,CN,420000.0,,,9,0,0,0,湖北
2019-12-20,中国,CN,420000.0,,,14,0,0,0,湖北
2019-12-21,中国,CN,420000.0,,,18,0,0,0,湖北
2019-12-22,中国,CN,420000.0,,,21,0,0,0,湖北
2019-12-23,中国,CN,420000.0,,,29,0,0,0,湖北
2019-12-24,中国,CN,420000.0,,,30,0,0,0,湖北
2019-12-25,中国,CN,420000.0,,,33,0,0,0,湖北
2019-12-26,中国,CN,420000.0,,,35,0,0,0,湖北
2019-12-27,中国,CN,420000.0,,,37,0,0,0,湖北
2019-12-28,中国,CN,420000.0,,,37,0,0,0,湖北
2019-12-29,中国,CN,420000.0,,,37,0,0,0,湖北
2019-12-30,中国,CN,420000.0,,,37,0,0,0,湖北
2019-12-31,中国,CN,420000.0,,,40,0,0,0,湖北
2020-01-01,中国,CN,420000.0,,,43,0,0,0,湖北
2020-01-02,中国,CN,420000.0,,,44,0,0,0,湖北
2020-01-03,中国,CN,420000.0,,,41,0,0,0,湖北
2020-01-04,中国,CN,420000.0,,,41,0,0,0,湖北
2020-01-05,中国,CN,420000.0,,,41,0,0,0,湖北
2020-01-06,中国,CN,420000.0,,,41,0,0,0,湖北
2020-01-07,中国,CN,420000.0,,,41,0,0,0,湖北
2020-01-08,中国,CN,420000.0,,,41,0,0,0,湖北
2020-01-09,中国,CN,420000.0,,,41,0,0,0,湖北
2020-01-10,中国,CN,420000.0,,,41,0,2,1,湖北
2020-01-11,中国,CN,420000.0,,,41,0,6,1,湖北
2020-01-12,中国,CN,420000.0,,,41,0,7,1,湖北
2020-01-13,中国,CN,420000.0,,,41,0,7,1,湖北
2020-01-14,中国,CN,420000.0,,,41,0,7,1,湖北
2020-01-15,中国,CN,420000.0,,,41,0,12,2,湖北
2020-01-16,中国,CN,420000.0,,,45,0,15,2,湖北
2020-01-17,中国,CN,420000.0,,,62,0,19,2,湖北
2020-01-18,中国,CN,420000.0,,,121,0,24,3,湖北
2020-01-19,中国,CN,420000.0,,,198,0,25,3,湖北
2020-01-19,中国,CN,440000.0,,,1,0,0,0,广东
2020-01-20,中国,CN,110000.0,,,5,0,0,0,北京
2020-01-20,中国,CN,220000.0,,,0,1,0,0,吉林
2020-01-20,中国,CN,310000.0,,,1,0,0,0,上海
2020-01-20,中国,CN,330000.0,,,0,16,0,0,浙江
2020-01-20,中国,CN,340000.0,,,0,1,0,0,安徽
2020-01-20,中国,CN,360000.0,,,0,2,0,0,江西
2020-01-20,中国,CN,370000.0,,,0,1,0,0,山东
2020-01-20,中国,CN,420000.0,,,270,0,25,6,湖北
2020-01-20,中国,CN,440000.0,,,14,7,0,0,广东
2020-01-20,中国,CN,450000.0,,,0,1,0,0,广西
2020-01-20,中国,CN,460000.0,,,0,1,0,0,海南
2020-01-20,中国,CN,510000.0,,,0,3,0,0,四川
2020-01-20,中国,CN,520000.0,,,0,1,0,0,贵州
2020-01-20,中国,CN,530000.0,,,0,1,0,0,云南
2020-01-20,中国,CN,640000.0,,,0,1,0,0,宁夏
2020-01-21,中国,CN,110000.0,,,10,0,0,0,北京
2020-01-21,中国,CN,120000.0,,,2,0,0,0,天津
2020-01-21,中国,CN,140000.0,,,0,1,0,0,山西
2020-01-21,中国,CN,220000.0,,,0,1,0,0,吉林
2020-01-21,中国,CN,230000.0,,,0,1,0,0,黑龙江
2020-01-21,中国,CN,310000.0,,,6,3,0,0,上海
2020-01-21,中国,CN,330000.0,,,5,0,0,0,浙江
2020-01-21,中国,CN,340000.0,,,0,1,0,0,安徽
2020-01-21,中国,CN,360000.0,,,2,0,0,0,江西
2020-01-21,中国,CN,370000.0,,,1,0,0,0,山东
2020-01-21,中国,CN,410000.0,,,1,0,0,0,河南
2020-01-21,中国,CN,420000.0,,,375,0,28,9,湖北
2020-01-21,中国,CN,430000.0,,,1,0,0,0,湖南
2020-01-21,中国,CN,440000.0,,,26,0,0,0,广东
2020-01-21,中国,CN,450000.0,,,0,2,0,0,广西
2020-01-21,中国,CN,460000.0,,,0,1,0,0,海南
2020-01-21,中国,CN,500000.0,,,5,0,0,0,重庆
2020-01-21,中国,CN,510000.0,,,2,5,0,0,四川
2020-01-21,中国,CN,520000.0,,,0,1,0,0,贵州
2020-01-21,中国,CN,530000.0,,,1,0,0,0,云南
2020-01-21,中国,CN,640000.0,,,0,1,0,0,宁夏
2020-01-22,中国,CN,110000.0,,,14,0,0,0,北京
2020-01-22,中国,CN,120000.0,,,4,0,0,0,天津
2020-01-22,中国,CN,130000.0,,,1,0,0,0,河北
2020-01-22,中国,CN,140000.0,,,1,0,0,0,山西
2020-01-22,中国,CN,210000.0,,,2,0,0,0,辽宁
2020-01-22,中国,CN,220000.0,,,1,0,0,0,吉林
2020-01-22,中国,CN,230000.0,,,1,0,0,0,黑龙江
2020-01-22,中国,CN,310000.0,,,16,22,0,0,上海
2020-01-22,中国,CN,320000.0,,,1,0,0,0,江苏
2020-01-22,中国,CN,330000.0,,,10,0,0,0,浙江
2020-01-22,中国,CN,340000.0,,,1,4,0,0,安徽
2020-01-22,中国,CN,350000.0,,,1,0,0,0,福建
2020-01-22,中国,CN,360000.0,,,3,0,0,0,江西
2020-01-22,中国,CN,370000.0,,,6,0,0,0,山东
2020-01-22,中国,CN,410000.0,,,5,0,0,0,河南
2020-01-22,中国,CN,420000.0,,,444,0,28,17,湖北
2020-01-22,中国,CN,430000.0,,,4,0,0,0,湖南
2020-01-22,中国,CN,440000.0,,,32,0,0,0,广东
2020-01-22,中国,CN,450000.0,,,2,1,0,0,广西
2020-01-22,中国,CN,460000.0,,,5,32,0,0,海南
2020-01-22,中国,CN,500000.0,,,9,0,0,0,重庆
2020-01-22,中国,CN,510000.0,,,5,2,0,0,四川
2020-01-22,中国,CN,520000.0,,,3,0,0,0,贵州
2020-01-22,中国,CN,610000.0,,,4,0,0,0,陕西
2020-01-22,中国,CN,640000.0,,,1,0,0,0,宁夏
2020-01-22,中国,CN,710000.0,,,1,0,0,0,台湾
2020-01-22,中国,CN,810000.0,,,1,0,0,0,香港
2020-01-22,中国,CN,820000.0,,,1,0,0,0,澳门
2020-01-23,中国,CN,110000.0,,,22,0,0,0,北京
2020-01-23,中国,CN,120000.0,,,5,0,0,0,天津
2020-01-23,中国,CN,130000.0,,,2,0,0,1,河北
2020-01-23,中国,CN,140000.0,,,1,0,0,0,山西
2020-01-23,中国,CN,150000.0,,,1,2,0,0,内蒙
2020-01-23,中国,CN,210000.0,,,4,0,0,0,辽宁
2020-01-23,中国,CN,220000.0,,,3,0,0,0,吉林
2020-01-23,中国,CN,230000.0,,,4,0,0,1,黑龙江
2020-01-23,中国,CN,310000.0,,,20,34,0,0,上海
2020-01-23,中国,CN,320000.0,,,9,0,0,0,江苏
2020-01-23,中国,CN,330000.0,,,43,0,1,0,浙江
2020-01-23,中国,CN,340000.0,,,15,0,0,0,安徽
2020-01-23,中国,CN,350000.0,,,4,0,0,0,福建
2020-01-23,中国,CN,360000.0,,,7,0,0,0,江西
2020-01-23,中国,CN,370000.0,,,9,0,0,0,山东
2020-01-23,中国,CN,410000.0,,,9,0,0,0,河南
2020-01-23,中国,CN,420000.0,,,549,0,31,24,湖北
2020-01-23,中国,CN,430000.0,,,24,0,0,0,湖南
2020-01-23,中国,CN,440000.0,,,53,0,2,0,广东
2020-01-23,中国,CN,450000.0,,,13,0,0,0,广西
2020-01-23,中国,CN,460000.0,,,8,0,0,0,海南
2020-01-23,中国,CN,500000.0,,,27,0,0,0,重庆
2020-01-23,中国,CN,510000.0,,,15,0,0,0,四川
2020-01-23,中国,CN,520000.0,,,3,0,0,0,贵州
2020-01-23,中国,CN,530000.0,,,2,0,0,0,云南
2020-01-23,中国,CN,610000.0,,,5,0,0,0,陕西
2020-01-23,中国,CN,620000.0,,,2,1,0,0,甘肃
2020-01-23,中国,CN,640000.0,,,2,1,0,0,宁夏
2020-01-23,中国,CN,650000.0,,,2,0,0,0,新疆
2020-01-23,中国,CN,710000.0,,,1,0,0,0,台湾
2020-01-23,中国,CN,810000.0,,,2,0,0,0,香港
2020-01-23,中国,CN,820000.0,,,2,0,0,0,澳门
2020-01-24,中国,CN,110000.0,,,36,0,0,0,北京
2020-01-24,中国,CN,120000.0,,,8,0,0,0,天津
2020-01-24,中国,CN,130000.0,,,8,0,0,1,河北
2020-01-24,中国,CN,140000.0,,,6,0,0,0,山西
2020-01-24,中国,CN,150000.0,,,2,5,0,0,内蒙
2020-01-24,中国,CN,210000.0,,,12,0,0,0,辽宁
2020-01-24,中国,CN,220000.0,,,4,0,0,0,吉林
2020-01-24,中国,CN,230000.0,,,9,0,0,1,黑龙江
2020-01-24,中国,CN,310000.0,,,33,72,1,0,上海
2020-01-24,中国,CN,320000.0,,,18,0,1,0,江苏
2020-01-24,中国,CN,330000.0,,,62,0,1,0,浙江
2020-01-24,中国,CN,340000.0,,,39,0,0,0,安徽
2020-01-24,中国,CN,350000.0,,,10,4,0,0,福建
2020-01-24,中国,CN,360000.0,,,18,0,0,0,江西
2020-01-24,中国,CN,370000.0,,,21,11,0,0,山东
2020-01-24,中国,CN,410000.0,,,32,1,0,0,河南
2020-01-24,中国,CN,420000.0,,,729,0,32,39,湖北
2020-01-24,中国,CN,430000.0,,,43,0,0,0,湖南
2020-01-24,中国,CN,440000.0,,,78,0,2,0,广东
2020-01-24,中国,CN,450000.0,,,23,0,0,0,广西
2020-01-24,中国,CN,460000.0,,,17,0,0,0,海南
2020-01-24,中国,CN,500000.0,,,57,0,0,0,重庆
2020-01-24,中国,CN,510000.0,,,28,0,0,0,四川
2020-01-24,中国,CN,520000.0,,,4,0,0,0,贵州
2020-01-24,中国,CN,530000.0,,,5,0,0,0,云南
2020-01-24,中国,CN,610000.0,,,15,0,0,0,陕西
2020-01-24,中国,CN,620000.0,,,4,0,0,0,甘肃
2020-01-24,中国,CN,630000.0,,,0,1,0,0,青海
2020-01-24,中国,CN,640000.0,,,3,1,0,0,宁夏
2020-01-24,中国,CN,650000.0,,,3,0,0,0,新疆
2020-01-24,中国,CN,710000.0,,,3,0,0,0,台湾
2020-01-24,中国,CN,810000.0,,,5,0,0,0,香港
2020-01-24,中国,CN,820000.0,,,2,0,0,0,澳门
2020-01-25,中国,CN,110000.0,,,41,0,0,0,北京
2020-01-25,中国,CN,120000.0,,,10,0,0,0,天津
2020-01-25,中国,CN,130000.0,,,13,0,0,1,河北
2020-01-25,中国,CN,140000.0,,,9,0,0,0,山西
2020-01-25,中国,CN,150000.0,,,7,0,0,0,内蒙
2020-01-25,中国,CN,210000.0,,,16,0,0,0,辽宁
2020-01-25,中国,CN,220000.0,,,4,0,0,0,吉林
2020-01-25,中国,CN,230000.0,,,15,17,0,1,黑龙江
2020-01-25,中国,CN,310000.0,,,40,95,1,1,上海
2020-01-25,中国,CN,320000.0,,,31,0,1,0,江苏
2020-01-25,中国,CN,330000.0,,,104,0,1,0,浙江
2020-01-25,中国,CN,340000.0,,,60,0,0,0,安徽
2020-01-25,中国,CN,350000.0,,,18,20,0,0,福建
2020-01-25,中国,CN,360000.0,,,36,0,0,0,江西
2020-01-25,中国,CN,370000.0,,,39,11,0,0,山东
2020-01-25,中国,CN,410000.0,,,83,3,0,1,河南
2020-01-25,中国,CN,420000.0,,,1052,0,42,52,湖北
2020-01-25,中国,CN,430000.0,,,69,0,0,0,湖南
2020-01-25,中国,CN,440000.0,,,98,0,2,0,广东
2020-01-25,中国,CN,450000.0,,,33,0,0,0,广西
2020-01-25,中国,CN,460000.0,,,22,0,0,0,海南
2020-01-25,中国,CN,500000.0,,,75,0,0,0,重庆
2020-01-25,中国,CN,510000.0,,,44,0,0,0,四川
2020-01-25,中国,CN,520000.0,,,5,0,0,0,贵州
2020-01-25,中国,CN,530000.0,,,11,0,0,0,云南
2020-01-25,中国,CN,610000.0,,,22,0,0,0,陕西
2020-01-25,中国,CN,620000.0,,,7,0,0,0,甘肃
2020-01-25,中国,CN,630000.0,,,1,0,0,0,青海
2020-01-25,中国,CN,640000.0,,,4,1,0,0,宁夏
2020-01-25,中国,CN,650000.0,,,4,0,0,0,新疆
2020-01-25,中国,CN,710000.0,,,3,0,0,0,台湾
2020-01-25,中国,CN,810000.0,,,5,0,0,0,香港
2020-01-25,中国,CN,820000.0,,,2,0,0,0,澳门
2020-01-26,中国,CN,110000.0,,,68,0,0,0,北京
2020-01-26,中国,CN,120000.0,,,14,0,0,0,天津
2020-01-26,中国,CN,130000.0,,,18,16,0,1,河北
2020-01-26,中国,CN,140000.0,,,13,0,0,0,山西
2020-01-26,中国,CN,150000.0,,,11,1,0,0,内蒙
2020-01-26,中国,CN,210000.0,,,22,0,0,0,辽宁
2020-01-26,中国,CN,220000.0,,,6,0,0,0,吉林
2020-01-26,中国,CN,230000.0,,,21,48,0,1,黑龙江
2020-01-26,中国,CN,310000.0,,,53,90,1,1,上海
2020-01-26,中国,CN,320000.0,,,47,0,1,0,江苏
2020-01-26,中国,CN,330000.0,,,128,0,1,0,浙江
2020-01-26,中国,CN,340000.0,,,70,0,0,0,安徽
2020-01-26,中国,CN,350000.0,,,35,39,0,0,福建
2020-01-26,中国,CN,360000.0,,,48,0,0,0,江西
2020-01-26,中国,CN,370000.0,,,63,33,0,0,山东
2020-01-26,中国,CN,410000.0,,,128,18,0,1,河南
2020-01-26,中国,CN,420000.0,,,1423,0,44,76,湖北
2020-01-26,中国,CN,430000.0,,,100,0,0,0,湖南
2020-01-26,中国,CN,440000.0,,,146,0,2,0,广东
2020-01-26,中国,CN,450000.0,,,46,0,0,0,广西
2020-01-26,中国,CN,460000.0,,,31,0,0,1,海南
2020-01-26,中国,CN,500000.0,,,110,0,0,0,重庆
2020-01-26,中国,CN,510000.0,,,69,0,0,0,四川
2020-01-26,中国,CN,520000.0,,,7,3,0,0,贵州
2020-01-26,中国,CN,530000.0,,,19,36,0,0,云南
2020-01-26,中国,CN,610000.0,,,35,0,0,0,陕西
2020-01-26,中国,CN,620000.0,,,14,0,0,0,甘肃
2020-01-26,中国,CN,630000.0,,,4,0,0,0,青海
2020-01-26,中国,CN,640000.0,,,7,0,0,0,宁夏
2020-01-26,中国,CN,650000.0,,,5,0,0,0,新疆
2020-01-26,中国,CN,710000.0,,,4,0,0,0,台湾
2020-01-26,中国,CN,810000.0,,,8,0,0,0,香港
2020-01-26,中国,CN,820000.0,,,5,0,0,0,澳门
2020-01-27,中国,CN,110000.0,,,80,0,2,1,北京
2020-01-27,中国,CN,120000.0,,,23,0,0,0,天津
2020-01-27,中国,CN,130000.0,,,33,54,0,1,河北
2020-01-27,中国,CN,140000.0,,,20,0,0,0,山西
2020-01-27,中国,CN,150000.0,,,13,2,0,0,内蒙
2020-01-27,中国,CN,210000.0,,,27,0,0,0,辽宁
2020-01-27,中国,CN,220000.0,,,8,0,0,0,吉林
2020-01-27,中国,CN,230000.0,,,30,67,0,1,黑龙江
2020-01-27,中国,CN,310000.0,,,66,129,3,1,上海
2020-01-27,中国,CN,320000.0,,,70,0,1,0,江苏
2020-01-27,中国,CN,330000.0,,,173,0,1,0,浙江
2020-01-27,中国,CN,340000.0,,,106,38,0,0,安徽
2020-01-27,中国,CN,350000.0,,,59,46,0,0,福建
2020-01-27,中国,CN,360000.0,,,72,0,0,0,江西
2020-01-27,中国,CN,370000.0,,,63,42,0,0,山东
2020-01-27,中国,CN,410000.0,,,168,100,0,1,河南
2020-01-27,中国,CN,420000.0,,,2714,0,47,100,湖北
2020-01-27,中国,CN,430000.0,,,143,0,0,0,湖南
2020-01-27,中国,CN,440000.0,,,188,0,4,0,广东
2020-01-27,中国,CN,450000.0,,,51,0,0,0,广西
2020-01-27,中国,CN,460000.0,,,40,0,0,1,海南
2020-01-27,中国,CN,500000.0,,,132,0,0,0,重庆
2020-01-27,中国,CN,510000.0,,,90,0,0,0,四川
2020-01-27,中国,CN,520000.0,,,9,1,0,0,贵州
2020-01-27,中国,CN,530000.0,,,44,125,0,0,云南
2020-01-27,中国,CN,610000.0,,,46,0,0,0,陕西
2020-01-27,中国,CN,620000.0,,,19,0,0,0,甘肃
2020-01-27,中国,CN,630000.0,,,6,0,0,0,青海
2020-01-27,中国,CN,640000.0,,,11,0,0,0,宁夏
2020-01-27,中国,CN,650000.0,,,10,0,0,0,新疆
2020-01-27,中国,CN,710000.0,,,5,0,0,0,台湾
2020-01-27,中国,CN,810000.0,,,8,0,0,0,香港
2020-01-27,中国,CN,820000.0,,,7,0,0,0,澳门
2020-01-28,中国,CN,110000.0,,,91,0,4,1,北京
2020-01-28,中国,CN,120000.0,,,24,0,0,0,天津
2020-01-28,中国,CN,130000.0,,,48,56,0,1,河北
2020-01-28,中国,CN,140000.0,,,27,0,0,0,山西
2020-01-28,中国,CN,150000.0,,,16,2,0,0,内蒙
2020-01-28,中国,CN,210000.0,,,34,0,0,0,辽宁
2020-01-28,中国,CN,220000.0,,,9,0,0,0,吉林
2020-01-28,中国,CN,230000.0,,,37,87,0,1,黑龙江
2020-01-28,中国,CN,310000.0,,,80,167,4,1,上海
2020-01-28,中国,CN,320000.0,,,99,0,1,0,江苏
2020-01-28,中国,CN,330000.0,,,296,0,3,0,浙江
2020-01-28,中国,CN,340000.0,,,152,42,0,0,安徽
2020-01-28,中国,CN,350000.0,,,80,67,0,0,福建
2020-01-28,中国,CN,360000.0,,,109,0,3,0,江西
2020-01-28,中国,CN,370000.0,,,121,55,0,0,山东
2020-01-28,中国,CN,410000.0,,,206,78,1,2,河南
2020-01-28,中国,CN,420000.0,,,3554,0,80,125,湖北
2020-01-28,中国,CN,430000.0,,,221,0,0,0,湖南
2020-01-28,中国,CN,440000.0,,,241,0,5,0,广东
2020-01-28,中国,CN,450000.0,,,58,0,2,0,广西
2020-01-28,中国,CN,460000.0,,,43,0,0,1,海南
2020-01-28,中国,CN,500000.0,,,147,0,0,0,重庆
2020-01-28,中国,CN,510000.0,,,108,0,0,0,四川
2020-01-28,中国,CN,520000.0,,,9,3,1,0,贵州
2020-01-28,中国,CN,530000.0,,,51,163,0,0,云南
2020-01-28,中国,CN,540000.0,,,0,1,0,0,西藏
2020-01-28,中国,CN,610000.0,,,56,0,0,0,陕西
2020-01-28,中国,CN,620000.0,,,24,0,0,0,甘肃
2020-01-28,中国,CN,630000.0,,,6,0,0,0,青海
2020-01-28,中国,CN,640000.0,,,12,2,0,0,宁夏
2020-01-28,中国,CN,650000.0,,,13,0,0,0,新疆
2020-01-28,中国,CN,710000.0,,,8,0,0,0,台湾
2020-01-28,中国,CN,810000.0,,,8,0,0,0,香港
2020-01-28,中国,CN,820000.0,,,7,0,0,0,澳门
2020-01-29,中国,CN,110000.0,,,114,0,4,1,北京
2020-01-29,中国,CN,120000.0,,,27,0,0,0,天津
2020-01-29,中国,CN,130000.0,,,65,68,0,1,河北
2020-01-29,中国,CN,140000.0,,,35,0,1,0,山西
2020-01-29,中国,CN,150000.0,,,18,1,0,0,内蒙
2020-01-29,中国,CN,210000.0,,,41,0,1,0,辽宁
2020-01-29,中国,CN,220000.0,,,14,10,0,0,吉林
2020-01-29,中国,CN,230000.0,,,43,105,0,1,黑龙江
2020-01-29,中国,CN,310000.0,,,101,180,5,1,上海
2020-01-29,中国,CN,320000.0,,,129,0,1,0,江苏
2020-01-29,中国,CN,330000.0,,,428,0,4,0,浙江
2020-01-29,中国,CN,340000.0,,,200,45,2,0,安徽
2020-01-29,中国,CN,350000.0,,,101,111,0,0,福建
2020-01-29,中国,CN,360000.0,,,162,0,3,0,江西
2020-01-29,中国,CN,370000.0,,,145,79,1,0,山东
2020-01-29,中国,CN,410000.0,,,206,29,2,2,河南
2020-01-29,中国,CN,420000.0,,,4586,0,90,162,湖北
2020-01-29,中国,CN,430000.0,,,277,0,0,0,湖南
2020-01-29,中国,CN,440000.0,,,311,0,6,0,广东
2020-01-29,中国,CN,450000.0,,,78,0,2,0,广西
2020-01-29,中国,CN,460000.0,,,46,0,1,1,海南
2020-01-29,中国,CN,500000.0,,,165,0,1,0,重庆
2020-01-29,中国,CN,510000.0,,,142,0,1,1,四川
2020-01-29,中国,CN,520000.0,,,12,6,1,0,贵州
2020-01-29,中国,CN,530000.0,,,70,191,0,0,云南
2020-01-29,中国,CN,540000.0,,,1,0,0,0,西藏
2020-01-29,中国,CN,610000.0,,,63,116,0,0,陕西
2020-01-29,中国,CN,620000.0,,,26,0,0,0,甘肃
2020-01-29,中国,CN,630000.0,,,6,1,0,0,青海
2020-01-29,中国,CN,640000.0,,,17,1,0,0,宁夏
2020-01-29,中国,CN,650000.0,,,14,0,0,0,新疆
2020-01-29,中国,CN,710000.0,,,8,0,0,0,台湾
2020-01-29,中国,CN,810000.0,,,10,0,0,0,香港
2020-01-29,中国,CN,820000.0,,,7,0,0,0,澳门
2020-01-30,中国,CN,110000.0,,,132,0,5,1,北京
2020-01-30,中国,CN,120000.0,,,31,0,0,0,天津
2020-01-30,中国,CN,130000.0,,,82,78,0,1,河北
2020-01-30,中国,CN,140000.0,,,39,0,1,0,山西
2020-01-30,中国,CN,150000.0,,,20,1,0,0,内蒙
2020-01-30,中国,CN,210000.0,,,45,0,1,0,辽宁
2020-01-30,中国,CN,220000.0,,,14,10,1,0,吉林
2020-01-30,中国,CN,230000.0,,,59,128,0,2,黑龙江
2020-01-30,中国,CN,310000.0,,,128,164,5,1,上海
2020-01-30,中国,CN,320000.0,,,168,0,2,0,江苏
2020-01-30,中国,CN,330000.0,,,537,0,9,0,浙江
2020-01-30,中国,CN,340000.0,,,237,70,3,0,安徽
2020-01-30,中国,CN,350000.0,,,120,116,0,0,福建
2020-01-30,中国,CN,360000.0,,,240,0,7,0,江西
2020-01-30,中国,CN,370000.0,,,178,90,2,0,山东
2020-01-30,中国,CN,410000.0,,,352,4,3,2,河南
2020-01-30,中国,CN,420000.0,,,5806,0,116,204,湖北
2020-01-30,中国,CN,430000.0,,,332,0,2,0,湖南
2020-01-30,中国,CN,440000.0,,,393,0,9,0,广东
2020-01-30,中国,CN,450000.0,,,87,0,2,0,广西
2020-01-30,中国,CN,460000.0,,,49,0,1,1,海南
2020-01-30,中国,CN,500000.0,,,206,0,1,0,重庆
2020-01-30,中国,CN,510000.0,,,177,0,1,1,四川
2020-01-30,中国,CN,520000.0,,,15,61,1,0,贵州
2020-01-30,中国,CN,530000.0,,,80,236,0,0,云南
2020-01-30,中国,CN,540000.0,,,1,0,0,0,西藏
2020-01-30,中国,CN,610000.0,,,87,132,0,0,陕西
2020-01-30,中国,CN,620000.0,,,29,0,0,0,甘肃
2020-01-30,中国,CN,630000.0,,,8,0,0,0,青海
2020-01-30,中国,CN,640000.0,,,21,1,0,0,宁夏
2020-01-30,中国,CN,650000.0,,,17,0,0,0,新疆
2020-01-30,中国,CN,710000.0,,,9,0,0,0,台湾
2020-01-30,中国,CN,810000.0,,,12,0,0,0,香港
2020-01-30,中国,CN,820000.0,,,7,0,0,0,澳门
2020-01-31,中国,CN,110000.0,,,156,0,5,1,北京
2020-01-31,中国,CN,120000.0,,,32,0,0,0,天津
2020-01-31,中国,CN,130000.0,,,96,88,0,1,河北
2020-01-31,中国,CN,140000.0,,,47,75,1,0,山西
2020-01-31,中国,CN,150000.0,,,23,5,1,0,内蒙
2020-01-31,中国,CN,210000.0,,,60,0,1,0,辽宁
2020-01-31,中国,CN,220000.0,,,17,10,1,0,吉林
2020-01-31,中国,CN,230000.0,,,80,149,0,2,黑龙江
2020-01-31,中国,CN,310000.0,,,153,167,9,1,上海
2020-01-31,中国,CN,320000.0,,,202,0,5,0,江苏
2020-01-31,中国,CN,330000.0,,,599,0,15,0,浙江
2020-01-31,中国,CN,340000.0,,,297,0,3,0,安徽
2020-01-31,中国,CN,350000.0,,,144,111,0,0,福建
2020-01-31,中国,CN,360000.0,,,286,0,9,0,江西
2020-01-31,中国,CN,370000.0,,,202,83,2,0,山东
2020-01-31,中国,CN,410000.0,,,422,751,3,2,河南
2020-01-31,中国,CN,420000.0,,,7153,0,166,249,湖北
2020-01-31,中国,CN,430000.0,,,389,0,3,0,湖南
2020-01-31,中国,CN,440000.0,,,520,0,0,0,广东
2020-01-31,中国,CN,450000.0,,,100,0,2,0,广西
2020-01-31,中国,CN,460000.0,,,57,0,1,1,海南
2020-01-31,中国,CN,500000.0,,,238,0,1,1,重庆
2020-01-31,中国,CN,510000.0,,,207,0,3,1,四川
2020-01-31,中国,CN,520000.0,,,29,67,2,0,贵州
2020-01-31,中国,CN,530000.0,,,91,228,1,0,云南
2020-01-31,中国,CN,540000.0,,,1,0,0,0,西藏
2020-01-31,中国,CN,610000.0,,,101,158,0,0,陕西
2020-01-31,中国,CN,620000.0,,,35,0,0,0,甘肃
2020-01-31,中国,CN,630000.0,,,9,0,0,0,青海
2020-01-31,中国,CN,640000.0,,,26,1,0,0,宁夏
2020-01-31,中国,CN,650000.0,,,18,0,0,0,新疆
2020-01-31,中国,CN,710000.0,,,10,0,0,0,台湾
2020-01-31,中国,CN,810000.0,,,13,0,0,0,香港
2020-01-31,中国,CN,820000.0,,,7,0,0,0,澳门
2020-02-01,中国,CN,110000.0,,,183,0,9,1,北京
2020-02-01,中国,CN,120000.0,,,41,0,0,0,天津
2020-02-01,中国,CN,130000.0,,,104,104,3,1,河北
2020-02-01,中国,CN,140000.0,,,56,64,1,0,山西
2020-02-01,中国,CN,150000.0,,,27,7,1,0,内蒙
2020-02-01,中国,CN,210000.0,,,64,0,1,0,辽宁
2020-02-01,中国,CN,220000.0,,,23,14,1,0,吉林
2020-02-01,中国,CN,230000.0,,,95,172,0,2,黑龙江
2020-02-01,中国,CN,310000.0,,,177,168,10,1,上海
2020-02-01,中国,CN,320000.0,,,236,0,6,0,江苏
2020-02-01,中国,CN,330000.0,,,661,0,23,0,浙江
2020-02-01,中国,CN,340000.0,,,340,0,5,0,安徽
2020-02-01,中国,CN,350000.0,,,159,99,0,0,福建
2020-02-01,中国,CN,360000.0,,,333,0,10,0,江西
2020-02-01,中国,CN,370000.0,,,225,81,5,0,山东
2020-02-01,中国,CN,410000.0,,,493,754,4,2,河南
2020-02-01,中国,CN,420000.0,,,9074,0,215,294,湖北
2020-02-01,中国,CN,430000.0,,,463,0,8,0,湖南
2020-02-01,中国,CN,440000.0,,,604,0,12,0,广东
2020-02-01,中国,CN,450000.0,,,111,0,2,0,广西
2020-02-01,中国,CN,460000.0,,,63,0,1,1,海南
2020-02-01,中国,CN,500000.0,,,262,0,3,1,重庆
2020-02-01,中国,CN,510000.0,,,231,0,3,1,四川
2020-02-01,中国,CN,520000.0,,,38,65,2,0,贵州
2020-02-01,中国,CN,530000.0,,,99,261,2,0,云南
